
49.0,56.470588235294116,33.333333333333336,52.27272727272727,54.91803278688525
57.69230769230769,55.0,44.554455445544555,46.31578947368421,52.136752136752136
54.36893203883495,52.293577981651374,48.18181818181818,53.50877192982456,44.89795918367347
54.166666666666664,54.12844036697248,45.91836734693877,47.05882352941177,62.03703703703704
50.0,58.415841584158414,52.252252252252255,59.43396226415094,55.76923076923077
54.166666666666664,51.515151515151516,57.7319587628866,49.46236559139785,49.01960784313726
57.28155339805825,57.89473684210526,54.205607476635514,54.166666666666664,55.172413793103445
47.05882352941177,60.869565217391305,50.0,54.73684210526316,52.94117647058823
50.0,59.036144578313255,54.63917525773196,51.785714285714285,60.95238095238095
53.608247422680414,53.271028037383175,56.41025641025641,52.83018867924528,47.22222222222222
